id,marca,modelo,tipo_computador,procesador_marca,procesador_modelo,generacion_cpu,nucleos_cpu,hilos_cpu,frecuencia_base_ghz,frecuencia_max_ghz,ram_gb,tipo_ram,velocidad_ram_mhz,almacenamiento_gb,tipo_almacenamiento,almacenamiento_secundario_gb,gpu_marca,gpu_modelo,tipo_gpu,vram_gb,tamano_pantalla,resolucion_ancho,resolucion_alto,tipo_panel,tasa_refresco_hz,pantalla_tactil,bateria_wh,peso_kg,ancho_cm,profundidad_cm,grosor_cm,wifi,bluetooth,puertos_usb,puerto_hdmi,puerto_ethernet,sistema_operativo,version_so,garantia_meses,precio,precio_anterior,descuento_porcentaje,precio_usd
1158,MSI,MSI 9341,Gaming,Intel,Core i5,12,6.0,12,2.48,4.36,32,DDR4,2666,512,SSD,1000,NVIDIA,RTX 4070,Dedicada,8,15.6,2560,1600,VA,165,0,65.8,2.37,35.3,22.8,1.93,WiFi 5,5.3,2,1,1,FreeDOS,,24,11072801,13841001,20.0,2768.2
1159,Samsung,Samsung 1576,Workstation,Intel,Core i7,13,8.0,17,2.28,5.15,64,DDR5,5200,2048,SSD,0,NVIDIA,RTX A1000,Dedicada,6,15.6,3840,2400,IPS,144,0,82.0,1.37,35.6,23.0,1.68,WiFi 7,4.2,3,1,1,Windows 11,Home,12,12193509,12193509,0.0,3048.38
1160,Dell,Dell 3900,2 en 1,AMD,Ryzen 5,13,8.0,12,2.59,4.16,8,DDR5,5200,256,SSD,0,AMD,Radeon Graphics,Integrada,0,13.3,1920,1080,,120,1,55.0,1.05,30.4,21.6,1.95,WiFi 5,5.3,4,1,0,Windows 11,Pro,6,3998908,4346639,8.0,999.73
1161,Dell,Dell 3317,Profesional,Intel,Core i7,14,7.0,18,2.13,4.89,16,DDR4,2933,512,SSD,0,Intel,Iris Xe Graphics,Integrada,0,16.0,2560,1600,OLED,60,0,49.1,1.79,35.3,23.9,1.7,WiFi 5,5.3,3,2,0,Windows 11,Pro,6,8760470,8760470,0.0,2190.12
1162,Asus,Asus 7346,Notebook,Intel,Core i5,11,6.0,12,2.25,4.41,8,LPDDR4X,3733,256,SSD,0,Intel,Iris Xe Graphics,Integrada,0,15.6,1366,768,TN,120,1,,1.54,35.3,23.2,1.63,WiFi 6,5.1,4,1,1,Windows 11,Home,24,3482608,3665903,5.0,870.65
1163,Samsung,Samsung 4465,Ultrabook,AMD,Ryzen 7,11,8.0,16,2.39,5.06,16,DDR4,3200,1024,SSD,0,AMD,Radeon Graphics,Integrada,0,13.3,2560,1600,,60,0,71.8,1.22,30.4,20.7,1.83,WiFi 5,5.1,3,2,1,Windows 11,Home,24,4967383,5228824,5.0,1241.85
1164,Lenovo,Lenovo 8193,Gaming,Intel,Core i5,13,6.0,12,2.36,4.77,32,DDR5,5600,1024,SSD,0,NVIDIA,RTX A2000,Dedicada,8,17.3,2560,1600,OLED,144,0,60.0,2.4,40.0,27.1,1.76,WiFi 5,5.1,4,2,1,Windows 11,Home,24,10472893,10472893,0.0,2618.22
1165,LG,LG 3969,Workstation,AMD,Ryzen 7,12,8.0,16,2.26,4.97,64,DDR5,5200,2048,SSD,0,NVIDIA,RTX 3050,Dedicada,4,15.6,1920,1080,IPS,60,0,66.4,1.55,36.4,23.3,1.53,WiFi 5,5.0,3,1,1,Windows 11,Pro,12,10892713,10892713,0.0,2723.18
1166,LG,LG 9759,2 en 1,AMD,Ryzen 7,11,8.0,16,2.53,5.03,8,DDR4,3200,512,SSD,0,AMD,Radeon Graphics,Integrada,0,14.0,1920,1080,IPS,60,1,55.5,1.46,31.6,22.2,1.74,WiFi 6,5.0,3,1,1,Windows 11,Home,12,4495230,4731821,5.0,1123.81
1167,Acer,Acer 9929,Profesional,Intel,Core i5,13,6.0,12,2.56,4.57,32,LPDDR4X,3733,512,SSD,0,Intel,Iris Xe Graphics,Integrada,0,14.0,2560,1600,IPS,60,0,52.2,1.53,31.3,22.5,1.6,WiFi 5,5.2,3,2,1,Windows 11,Pro,12,4874474,6093092,20.0,1218.62
1168,Asus,Asus 3218,Notebook,Intel,Core i5,11,6.0,12,2.31,4.84,8,DDR4,2666,512,SSD,0,Intel,Iris Xe Graphics,Integrada,0,15.6,1366,768,IPS,120,0,37.2,1.79,35.7,23.1,1.65,WiFi 6E,4.2,3,2,0,FreeDOS,,24,3386810,3386810,0.0,846.7
1169,MSI,MSI 2287,Ultrabook,AMD,Ryzen 5,12,8.0,12,2.76,4.66,16,LPDDR4X,4266,512,SSD,0,AMD,Radeon Graphics,Integrada,0,15.6,2560,1600,IPS,60,0,59.5,1.65,35.9,22.5,1.75,WiFi 5,5.3,3,1,1,,Home,12,4878737,5420819,10.0,1219.68
1170,Acer,Acer 2891,Gaming,Intel,Core i7,13,8.0,16,2.25,5.03,32,DDR5,5200,1024,SSD+HDD,1000,NVIDIA,RTX 4080,Dedicada,12,15.6,2560,1600,VA,165,0,,2.39,35.8,23.2,1.5,WiFi 6,5.0,3,1,1,Windows 11,Home,12,12929511,16161889,20.0,3232.38
1171,Dell,Dell 4112,Workstation,AMD,Ryzen 9,14,11.0,22,2.25,4.99,32,DDR4,2666,1024,SSD,0,NVIDIA,RTX 4070,Dedicada,8,15.6,3840,2400,IPS,144,0,65.6,2.08,35.9,22.5,1.64,WiFi 7,5.3,3,1,1,Windows 11,Pro,12,11701634,11701634,0.0,2925.41
1172,Dell,Dell 3139,2 en 1,Intel,Core i7,13,8.0,16,2.26,4.79,16,DDR5,4800,512,SSD,0,Intel,Iris Xe Graphics,Integrada,0,13.3,1920,1080,OLED,60,1,,1.64,29.8,22.0,1.53,WiFi 6E,5.2,3,1,1,Windows 11,Home,12,4988494,4988494,0.0,1247.12
1173,MSI,MSI 4431,Profesional,AMD,Ryzen 7,12,7.0,17,2.47,5.08,32,DDR5,5600,512,SSD,0,AMD,Radeon Graphics,Integrada,0,15.6,2560,1600,OLED,60,0,67.8,1.59,35.8,22.9,1.78,WiFi 6E,5.3,2,2,1,Windows 11,Pro,24,6555005,7711771,15.0,1638.75
1174,MSI,MSI 7521,Notebook,AMD,Ryzen 3,11,4.0,8,2.83,4.33,8,DDR4,3200,512,SSD,0,AMD,Radeon Graphics,Integrada,0,15.6,1920,1080,TN,60,1,47.4,1.59,35.2,23.6,1.83,WiFi 6E,5.0,3,1,1,Windows 11,Pro,6,3961429,4305901,8.0,990.36
1175,HP,HP 9349,Ultrabook,AMD,Ryzen 7,12,8.0,16,2.46,4.61,8,DDR5,4800,512,SSD,0,AMD,Radeon Graphics,Integrada,0,13.3,2880,1800,IPS,60,1,62.4,1.17,30.5,21.3,1.52,WiFi 7,4.2,4,1,1,Windows 11,Home,12,4518850,4518850,0.0,1129.71
1176,Dell,Dell 5422,Gaming,Intel,Core i9,13,16.0,24,2.02,5.3,16,DDR5,5200,2048,SSD+HDD,1000,NVIDIA,RTX 4080,Dedicada,12,15.6,1920,1080,VA,165,0,84.9,2.04,35.5,22.6,1.78,WiFi 6,5.1,3,1,1,Windows 11,Home,6,12847206,16059008,20.0,3211.8
1177,Asus,Asus 2859,Workstation,AMD,Ryzen 9,13,12.0,20,2.21,5.12,32,DDR5,5600,2048,SSD,0,NVIDIA,RTX 3050,Dedicada,4,16.0,2560,1600,IPS,120,0,81.1,1.9,36.0,24.3,1.47,WiFi 5,5.1,3,1,1,Windows 11,Pro,12,10512958,10512958,0.0,2628.24
1178,Lenovo,Lenovo 6649,2 en 1,Intel,Core i5,11,6.0,12,2.36,4.53,8,LPDDR4X,4266,512,SSD,0,Intel,Iris Xe Graphics,Integrada,0,15.6,1920,1080,OLED,120,1,49.3,1.82,35.7,23.5,1.44,WiFi 6,5.1,3,1,0,Windows 11,Home,12,4250553,4474266,5.0,1062.64
1179,Samsung,Samsung 6872,Profesional,AMD,Ryzen 5,13,8.0,12,2.58,4.31,32,DDR5,5600,1024,SSD,0,AMD,Radeon Graphics,Integrada,0,15.6,2560,1600,OLED,60,0,66.5,1.58,35.6,22.4,1.56,WiFi 6E,5.3,2,2,1,Windows 11,Pro,12,5504871,5983555,8.0,1376.22
1180,Samsung,Samsung 1045,Notebook,AMD,Ryzen 3,12,4.0,8,2.61,4.26,8,DDR5,5200,256,SSD+HDD,2000,AMD,Radeon Graphics,Integrada,0,15.6,1366,768,TN,60,0,41.6,1.63,35.9,23.3,1.8,WiFi 7,4.2,4,1,0,Windows 11,Home,12,4165574,4384815,5.0,1041.39
1181,HP,HP 8473,Ultrabook,Intel,Core i7,12,8.0,16,2.2,4.85,8,DDR5,4800,512,SSD,0,Intel,Iris Xe Graphics,Integrada,0,15.6,2560,1600,IPS,60,0,70.8,1.98,36.3,22.8,1.64,WiFi 6,5.2,4,1,0,Windows 11,Pro,12,3857587,4821984,20.0,964.4
1182,Xiaomi,Xiaomi 1269,Gaming,AMD,Ryzen 9,13,12.0,20,2.42,4.99,32,DDR4,3200,1024,SSD+HDD,1000,NVIDIA,RTX 3050,Dedicada,6,15.6,2560,1600,IPS,165,0,69.7,2.21,35.8,22.9,1.8,WiFi 6E,5.2,2,2,1,Windows 11,Pro,12,10672920,12556376,15.0,2668.23
1183,Acer,Acer 6274,Workstation,Intel,Core i9,13,16.0,24,2.09,5.44,32,DDR5,5200,1024,SSD,0,NVIDIA,RTX 4070,Dedicada,8,16.0,3840,2400,IPS,60,0,78.2,1.65,35.5,25.2,1.9,WiFi 5,5.0,3,1,1,Windows 11,Home,6,11303908,13298715,15.0,2825.98
1184,Acer,Acer 9630,2 en 1,AMD,Ryzen 3,11,4.0,8,2.87,4.02,8,DDR4,2933,256,SSD,0,AMD,Radeon Graphics,Integrada,0,14.0,2560,1600,IPS,60,1,60.5,1.29,31.4,21.7,1.8,WiFi 5,4.2,2,1,0,Windows 11,Pro,24,3630651,3821738,5.0,907.66
1185,Lenovo,Lenovo 7450,Profesional,Intel,Core i5,12,6.0,12,2.43,4.79,32,LPDDR4X,3733,512,SSD,0,Intel,Iris Xe Graphics,Integrada,0,15.6,1920,1080,IPS,60,0,61.6,1.48,35.3,22.8,1.59,WiFi 6E,4.2,2,1,0,Windows 11,Home,12,5028943,5028943,0.0,1257.24
1186,LG,LG 7016,Notebook,Intel,Core i3,10,5.0,9,3.34,4.06,16,DDR4,2933,1000,HDD,0,Intel,Iris Xe Graphics,Integrada,0,15.6,1366,768,IPS,60,0,48.5,1.46,35.3,23.2,1.66,WiFi 6E,5.1,3,1,1,Windows 11,Home,6,3480924,3480924,0.0,870.23
1187,HP,HP 3255,Ultrabook,Intel,Core i5,11,6.0,12,2.49,4.72,16,DDR4,3200,1024,SSD,0,Intel,Iris Xe Graphics,Integrada,0,14.0,1920,1080,IPS,90,0,56.9,1.24,30.4,21.9,1.54,WiFi 5,5.1,2,1,1,Windows 11,Home,6,4729117,5254574,10.0,1182.28
1188,Samsung,Samsung 4981,Gaming,Intel,Core i7,14,7.0,17,2.19,4.89,16,LPDDR4X,4266,512,SSD+HDD,1000,NVIDIA,RTX 4080,Dedicada,12,16.0,2560,1600,VA,165,0,60.0,2.29,35.8,24.9,1.74,WiFi 7,4.2,3,1,0,Windows 11,Pro,24,12235058,15293822,20.0,3058.76
1189,LG,LG 7662,Workstation,AMD,Ryzen 7,14,8.0,16,2.34,4.74,32,DDR5,5200,1024,SSD,0,AMD,RX 7600M,Dedicada,8,16.0,2560,1600,IPS,60,0,86.4,1.64,35.5,24.7,1.69,WiFi 6,5.3,2,1,0,Windows 11,Pro,12,10601359,12472187,15.0,2650.34
1190,HP,HP 4012,2 en 1,AMD,Ryzen 5,11,8.0,12,2.72,4.36,16,DDR4,3200,512,SSD,0,AMD,Radeon Graphics,Integrada,0,15.6,2560,1600,OLED,60,1,42.6,1.85,35.8,22.9,1.64,WiFi 6E,5.0,3,1,1,Windows 11,Home,24,4127767,4486703,8.0,1031.94
1191,Acer,Acer 4952,Profesional,Intel,Core i7,13,8.0,16,2.32,4.95,16,DDR5,5200,512,SSD,0,Intel,Iris Xe Graphics,Integrada,0,14.0,2560,1600,IPS,60,0,59.0,1.4,31.1,21.8,1.56,WiFi 5,5.1,2,1,1,Windows 11,Pro,12,4826121,5080127,5.0,1206.53
1192,Samsung,Samsung 4466,Notebook,AMD,Ryzen 3,10,4.0,8,2.68,4.13,8,LPDDR4X,4266,512,SSD,0,AMD,Radeon Graphics,Integrada,0,15.6,1366,768,TN,120,1,46.8,1.46,35.7,23.1,1.55,WiFi 6E,5.1,3,1,1,Windows 11,Pro,24,3408078,3587451,5.0,852.02
1193,Acer,Acer 4835,Ultrabook,Intel,Core i5,14,6.0,12,2.44,4.52,16,DDR4,3200,1024,SSD,0,Intel,Iris Xe Graphics,Integrada,0,14.0,1920,1080,IPS,60,0,68.0,1.09,31.2,21.9,1.74,WiFi 5,5.2,3,1,0,Windows 11,Home,6,4895247,5152892,5.0,1223.81
1194,Xiaomi,Xiaomi 9900,Gaming,Intel,Core i7,13,8.0,16,2.18,5.11,64,DDR5,4800,512,SSD,0,NVIDIA,RTX 3050,Dedicada,4,15.6,2560,1600,VA,144,0,75.1,2.14,35.8,23.4,1.65,WiFi 6E,5.0,3,2,0,Windows 11,Home,6,10127706,10127706,0.0,2531.93
1195,Xiaomi,Xiaomi 2205,Workstation,Intel,Core i9,14,16.0,24,2.02,5.22,32,DDR5,5600,2048,SSD,0,NVIDIA,RTX 4060,Dedicada,8,17.3,1920,1080,IPS,120,0,63.2,2.26,39.8,27.2,1.84,WiFi 6E,5.3,3,1,1,Windows 11,Pro,24,13159900,16449875,20.0,3289.97
1196,Lenovo,Lenovo 5038,2 en 1,Intel,Core i5,12,6.0,12,2.45,4.48,16,LPDDR4X,3733,512,SSD,0,Intel,Iris Xe Graphics,Integrada,0,14.0,2560,1600,IPS,60,1,45.5,1.49,30.9,22.6,1.57,WiFi 7,4.2,3,1,1,Windows 11,Pro,12,4593214,4992624,8.0,1148.3
1197,Asus,Asus 9784,Profesional,Intel,Core i7,12,8.0,17,2.14,5.11,32,DDR5,4800,1024,SSD,0,Intel,Iris Xe Graphics,Integrada,0,15.6,1920,1080,IPS,120,0,54.3,1.65,36.0,23.0,1.59,WiFi 6E,5.1,4,1,1,Windows 11,Pro,6,6129458,7211127,15.0,1532.36
1198,Samsung,Samsung 8614,Notebook,Intel,Core i5,12,5.0,13,2.51,4.67,8,DDR4,2933,2000,HDD,0,Intel,Iris Xe Graphics,Integrada,0,17.3,1920,1080,IPS,60,0,36.7,2.01,40.2,27.2,1.81,WiFi 6E,5.2,4,1,1,Windows 11,Home,6,8199911,8199911,0.0,2049.98
1199,Acer,Acer 5573,Ultrabook,AMD,Ryzen 7,13,8.0,16,2.19,4.78,32,LPDDR4X,4266,512,SSD,0,AMD,Radeon Graphics,Integrada,0,13.3,2560,1600,OLED,120,1,70.2,1.31,30.4,21.7,1.95,WiFi 6E,5.3,3,1,0,Windows 11,Pro,6,6050583,6050583,0.0,1512.65
1200,MSI,MSI 3691,Gaming,Intel,Core i9,14,17.0,25,1.9,5.48,16,DDR5,5200,512,SSD+HDD,1000,NVIDIA,RTX 3050,Dedicada,6,15.6,2560,1600,OLED,300,0,58.8,2.36,36.4,23.4,1.45,WiFi 7,5.1,3,2,1,Windows 11,Home,6,11615756,12906396,10.0,2903.94
1201,HP,HP 4572,Workstation,AMD,Ryzen 7,14,8.0,16,2.56,4.98,64,DDR5,4800,1024,SSD,0,AMD,RX 7600M,Dedicada,8,16.0,1920,1080,IPS,60,0,86.2,1.77,35.8,24.5,1.83,WiFi 7,5.0,2,1,1,Windows 11,Pro,24,12842968,15109374,15.0,3210.74
1202,MSI,MSI 9053,2 en 1,Intel,Core i3,13,4.0,8,3.02,4.14,8,DDR5,4800,256,SSD,0,Intel,Iris Xe Graphics,Integrada,0,13.3,2560,1600,IPS,120,1,53.4,1.03,30.7,21.9,2.02,WiFi 5,5.3,3,1,0,FreeDOS,,12,4862604,5285439,8.0,1215.65
1203,Asus,Asus 9025,Profesional,Intel,Core i5,14,6.0,12,2.35,4.73,16,DDR5,5600,512,SSD,0,Intel,Iris Xe Graphics,Integrada,0,16.0,2560,1600,IPS,120,0,72.8,1.46,35.7,24.2,1.88,WiFi 6E,5.0,3,1,1,Windows 11,Pro,12,5031871,5469425,8.0,1257.97
1204,Xiaomi,Xiaomi 2388,Notebook,AMD,Ryzen 5,12,9.0,13,2.77,4.39,8,DDR5,4800,1000,HDD,0,AMD,Radeon Graphics,Integrada,0,17.3,1920,1080,IPS,60,0,38.2,2.04,39.6,27.1,1.36,WiFi 6E,5.0,2,1,1,Windows 11,Home,24,3760426,4087420,8.0,940.11
1205,HP,HP 4343,Ultrabook,AMD,Ryzen 7,11,8.0,16,2.43,5.21,32,DDR4,2933,512,SSD,0,AMD,Radeon Graphics,Integrada,0,14.0,2560,1600,IPS,90,0,69.0,1.24,31.2,22.2,1.9,WiFi 6,4.2,3,1,1,Windows 11,Home,12,5294664,6618330,20.0,1323.67
1206,MSI,MSI 9653,Gaming,AMD,Ryzen 9,12,12.0,20,2.35,5.09,16,DDR5,4800,2048,SSD+HDD,1000,NVIDIA,RTX 3050,Dedicada,4,16.0,2560,1600,IPS,165,0,63.8,2.17,35.8,24.6,1.49,WiFi 6,5.1,3,1,1,Windows 11,Home,6,10459957,10459957,0.0,2614.99
1207,Lenovo,Lenovo 6126,Workstation,Intel,Core i9,13,16.0,24,2.14,5.48,32,DDR4,2933,1024,SSD,0,NVIDIA,RTX 4050,Dedicada,6,15.6,1920,1080,IPS,60,0,65.0,1.66,35.8,22.8,1.89,WiFi 7,5.1,3,1,1,Windows 11,Pro,12,10275623,10275623,0.0,2568.91
1208,Acer,Acer 1364,Profesional,Intel,Core i7,12,8.0,18,2.04,4.81,32,DDR5,5600,1024,SSD,0,Intel,Iris Xe Graphics,Integrada,0,16.0,1920,1080,OLED,60,0,65.2,1.73,36.5,24.5,1.47,WiFi 6,5.3,4,2,0,Windows 11,Home,24,5952321,5952321,0.0,1488.08
1209,LG,LG 9966,Gaming,AMD,Ryzen 5,12,8.0,12,2.51,4.33,32,DDR5,5600,2048,SSD+HDD,1000,NVIDIA,RTX A1000,Dedicada,6,17.3,2560,1600,IPS,165,0,72.7,2.76,39.6,27.4,1.41,WiFi 7,5.1,4,2,0,Windows 11,Pro,6,11320045,11320045,0.0,2830.01
1210,Samsung,Samsung 7867,Gaming,Intel,Core i5,13,6.0,12,2.31,4.79,16,DDR5,5600,1024,SSD,0,NVIDIA,RTX A1000,Dedicada,6,15.6,1920,1080,OLED,165,0,88.0,2.3,35.7,23.4,1.73,WiFi 5,5.3,2,1,0,Windows 11,Home,12,8586473,9540526,10.0,2146.62
1211,LG,LG 4294,Workstation,Intel,Core i9,14,16.0,24,2.18,5.34,32,DDR5,5600,1024,SSD,0,NVIDIA,RTX A1000,Dedicada,6,17.3,3840,2400,IPS,120,0,,2.05,39.8,27.3,1.52,WiFi 5,5.1,3,1,0,Windows 11,Home,12,98000000,11214971,0.0,2803.74
1212,Samsung,Samsung 3467,Gaming,AMD,Ryzen 9,13,12.0,20,2.24,5.03,32,DDR4,2666,512,SSD,1000,NVIDIA,RTX 4070,Dedicada,8,15.6,1920,1080,IPS,144,0,84.1,2.12,35.7,23.5,1.54,WiFi 6E,5.1,3,1,0,Windows 11,Home,12,199000,10920123,0.0,2730.03
1213,LG,LG 7047,Workstation,AMD,Ryzen 7,14,8.0,17,2.42,4.89,64,DDR5,5200,1024,SSD,0,AMD,RX 7600M,Dedicada,8,17.3,3840,2400,IPS,60,0,73.9,2.4,39.2,27.3,1.79,WiFi 6,5.1,2,1,1,Windows 11,Pro,12,75000000,14272359,10.0,3211.28
1214,Lenovo,Lenovo 2959,Gaming,AMD,Ryzen 9,13,12.0,20,2.38,4.89,64,DDR5,4800,2048,SSD+HDD,1000,NVIDIA,RTX A1000,Dedicada,6,15.6,1920,1080,IPS,300,0,89.7,88.5,35.4,22.7,1.62,WiFi 6,5.2,4,1,1,Windows 11,Home,12,13911258,17389072,20.0,3477.81
1215,Asus,Asus 4291,Notebook,AMD,Ryzen 5,11,8.0,12,2.7,4.32,16,DDR4,3200,1000,HDD,0,AMD,Radeon Graphics,Integrada,0,14.0,1366,768,TN,60,0,620.0,1.33,31.2,22.3,1.99,WiFi 6,4.2,3,1,0,Windows 11,Pro,12,3749151,3749151,0.0,937.29
1216,Dell,Dell 2136,Ultrabook,AMD,Ryzen 7,13,8.0,18,2.13,5.09,16,DDR5,4800,512,SSD,0,AMD,Radeon Graphics,Integrada,0,3.5,1920,1080,OLED,60,0,70.9,1.51,35.8,22.7,1.55,WiFi 5,4.2,2,2,0,Windows 11,Pro,12,4894825,5320462,8.0,1223.71
1217,Lenovo,Lenovo 2002,Gaming,AMD,Ryzen 9,12,12.0,20,2.32,5.1,2048,DDR5,4800,2048,SSD+HDD,1000,NVIDIA,RTX 3050,Dedicada,4,15.6,1920,1080,VA,165,0,61.8,2.2,36.0,22.6,1.89,WiFi 6,5.1,3,2,0,Windows 11,Pro,12,10573707,10573707,0.0,2643.43
1218,Samsung,Samsung 8997,2 en 1,AMD,Ryzen 7,13,8.0,0,2.45,5.13,8,LPDDR4X,3733,256,SSD,0,AMD,Radeon Graphics,Integrada,0,13.3,1920,1080,IPS,60,1,58.3,0.9,30.8,21.6,1.75,WiFi 7,5.3,3,1,1,Windows 11,Pro,6,4307244,4681787,8.0,1076.81
1219,Asus,Asus 2676,2 en 1,AMD,Ryzen 5,13,8.0,14,2.62,4.34,8,DDR5,5200,256,SSD,0,AMD,Radeon Graphics,Integrada,0,14.0,1920,1080,IPS,60,1,54.4,1.29,31.3,22.3,1.8,WiFi 5,4.2,4,1,1,Windows 11,Home,12,4280923,4280923,0.0,1070.23
1005,Xiaomi,Xiaomi 1759,Profesional,Intel,Core i7,12,8.0,16,2.22,4.93,32,DDR5,4800,512,SSD,0,Intel,Iris Xe Graphics,Integrada,0,15.6,2560,1600,IPS,60,1,68.4,1.45,35.9,23.1,1.5,WiFi 5,5.1,3,1,1,Windows 11,Home,12,5741768,6379742,10.0,1435.44
1021,LG,LG 2380,Workstation,Intel,Core i7,13,8.0,16,2.04,4.59,32,DDR5,4800,2048,SSD,0,NVIDIA,RTX 3050,Dedicada,6,16.0,3840,2400,IPS,60,0,65.2,2.17,35.8,24.5,1.65,WiFi 7,5.0,2,1,1,Windows 11,Pro,12,10733616,11926240,10.0,2683.4
1047,Acer,Acer 5579,Profesional,Intel,Core i5,13,6.0,12,2.41,4.72,32,DDR5,4800,1024,SSD,0,Intel,Iris Xe Graphics,Integrada,0,16.0,2560,1600,OLED,60,1,72.7,1.95,35.9,24.3,1.76,WiFi 6,5.2,3,1,1,Windows 11,Pro,12,6203374,6892638,10.0,1550.84
1063,Asus,Asus 6864,Workstation,Intel,Core i7,14,8.0,18,2.47,4.87,32,DDR5,5200,1024,SSD,0,NVIDIA,RTX A2000,Dedicada,8,15.6,2560,1600,IPS,60,0,64.6,1.37,35.1,23.0,1.51,WiFi 6E,5.1,4,1,1,Windows 11,Home,24,11045824,12273138,10.0,2761.46
1089,LG,LG 6493,Profesional,AMD,Ryzen 5,13,8.0,14,2.62,4.27,16,DDR5,4800,1024,SSD,0,AMD,Radeon Graphics,Integrada,0,14.0,2560,1600,OLED,120,1,51.5,1.06,31.5,22.6,1.66,WiFi 6,4.2,3,1,1,Windows 11,Pro,6,5621351,5621351,0.0,1405.34
1104,MSI,MSI 4492,Gaming,Intel,Core i5,12,6.0,12,2.32,4.52,16,DDR5,5600,2048,SSD+HDD,1000,NVIDIA,RTX A1000,Dedicada,6,15.6,2560,1600,VA,144,0,69.5,2.09,36.4,23.2,1.57,WiFi 6,5.1,3,1,1,Windows 11,Home,6,10573459,11129957,5.0,2643.36
1130,Acer,Acer 8651,2 en 1,AMD,Ryzen 3,11,5.0,8,2.71,4.16,8,DDR4,2666,256,SSD,0,AMD,Radeon Graphics,Integrada,0,13.3,1920,1080,OLED,120,1,60.5,1.17,30.2,21.4,2.02,WiFi 6E,4.2,3,1,0,Windows 11,Pro,6,3793334,4214816,10.0,948.33
1151,Dell,Dell 8913,Ultrabook,AMD,Ryzen 7,11,8.0,16,2.48,4.64,16,DDR4,2933,512,SSD,0,AMD,Radeon Graphics,Integrada,0,13.3,1920,1080,IPS,120,0,,1.04,30.6,21.3,2.0,WiFi 5,5.1,3,1,0,Windows 11,Pro,12,4893933,5437703,10.0,1223.48
